Sample	Mdl704	RA_20grp	RA_11grp	RA_6grp	PA_20grp	PA_11grp	PA_6grp	DAYNUM	X_coord	Y_coord	WA_hect	WA_ha_lg	M_Slope	M_Slp_sqt	Mareco	Wcrdeco	Bsnrgeco	Eco1	Eco3	Eco4	Eco9	Eco10	Eco11	Eco12	Eco78	Pcp_ann	Tmx_ann	Wetdays	Loolith	Maflith	Litho1	Litho2	Litho4	Litho5	Litho6	Litho7	Litho8	Elev_m	El_m_sqt	Strm_pwr	Strpw_lg
H113049	VD							210	-122.518	43.11322	4436.790039	3.647068877	8.114475874	2.848591911	0	1	0	0	0	1	0	0	0	0	0	1276	139	137	0	1	0	0	0	0	0	1	0	835	28.89636655	540.4990214	2.732794912
H113050	VD							210	-122.55415	43.08846	2809.290039	3.448596579	1.92	1.385640646	0	1	0	0	0	1	0	0	0	0	0	1235	150	135	0	0	1	0	0	0	0	0	0	753	27.44084547	101.7652534	2.007599518
H113056	VD							219	-122.12762	43.85665	2545.280029	3.40573557	3.259893048	1.805517391	0	1	0	0	0	1	0	0	0	0	0	1676	138	157	0	1	0	0	0	0	0	1	0	868	29.46183973	164.4641091	2.216071137
H113057	VD							219	-122.07191	43.8753	18752.59961	4.273061481	2.428685259	1.558423966	0	1	0	0	0	1	0	0	0	0	0	1670	135	155	1	0	0	1	0	0	0	0	0	894	29.89983278	332.5844787	2.521901977
H113058	VD							220	-122.17071	44.153	1186.310059	3.074198213	6.626086957	2.574118676	0	1	0	0	0	1	0	0	0	0	0	1748	155	156	1	0	0	0	0	0	1	0	0	593	24.35159132	228.2213329	2.358356237
H113059	VD							223	-122.21295	44.51842	162.6300049	2.211200675	32.95135135	5.740326763	0	1	0	0	0	1	0	0	0	0	0	2333	138	176	0	1	0	0	0	0	0	1	0	589	24.2693222	420.2169511	2.623473567
H113061	VD							224	-122.19011	44.5191	289.8659973	2.462197273	14.17674419	3.765201746	0	1	0	0	0	1	0	0	0	0	0	2286	138	175	1	0	0	0	0	0	1	0	0	625	25	241.36547	2.38267514
H113062	VD							225	-121.93954	45.26962	3071.959961	3.487415551	3.483428571	1.866394538	0	1	0	0	0	1	0	0	0	0	0	2064	134	174	0	1	0	0	0	0	0	1	0	507	22.5166605	193.0699504	2.285714685
H113063	VD							225	-121.9375	45.27337	21413.30078	4.330683617	1.481409478	1.21713166	0	1	0	0	0	1	0	0	0	0	0	2064	134	174	0	0	1	0	0	0	0	0	0	535	23.13006701	216.7788598	2.336016928
H113082	VD							188	-124.06723	44.26862	1901.75	3.279153425	1.088571429	1.043346265	1	0	0	1	0	0	0	0	0	0	0	2284	163	169	0	1	0	0	0	0	0	1	0	56	7.483314774	47.47157534	1.676433644
H113083	VD							189	-123.90649	44.90697	1119.479981	3.049016332	5.038016529	2.244552634	1	0	0	1	0	0	0	0	0	0	0	2923	160	189	0	1	0	0	0	0	0	1	0	124	11.13552873	168.5651354	2.226767754
H113084	VD							190	-123.6388	45.56287	87.9559021	1.944264987	1.430985915	1.196238235	1	0	0	1	0	0	0	0	0	0	0	3527	147	210	0	1	0	0	0	0	0	1	0	333	18.24828759	13.42047393	1.127767853
H113085	VD							190	-123.3465	45.73664	638.7930298	2.805360169	1.553121019	1.246242761	1	0	0	1	0	0	0	0	0	0	0	2059	141	180	0	0	0	0	1	0	0	0	0	342	18.49324201	39.25413227	1.593885382
H113097	VD							209	-122.654999	42.94499969	2761.459961	3.441138751	4.976326531	2.230768148	0	1	0	0	0	1	0	0	0	0	0	1210	131	131	0	0	1	0	0	0	0	0	0	732	27.05549852	261.503945	2.417478245
H113098	VD							209	-122.65663	42.94401	1762.719971	3.246183325	3.644843049	1.909147205	0	1	0	0	0	1	0	0	0	0	0	1169	139	129	0	0	1	0	0	0	0	0	0	727	26.96293753	153.0278562	2.184770494
H113099	VD							210	-122.72615	43.48689	1690.310059	3.227966376	1.32955289	1.153062396	0	1	0	0	0	1	0	0	0	0	0	1616	162	158	0	0	1	0	0	0	0	0	0	649	25.47547841	54.6624139	1.737688806
H113100	VD							210	-122.72368	43.54734	599.7960205	2.77800358	9.306870229	3.050716347	0	1	0	0	0	1	0	0	0	0	0	1680	159	161	0	0	1	0	0	0	0	0	0	679	26.05762844	227.9320772	2.357805448
H113101	VD							210	-122.71896	43.54496	233.8430023	2.368924378	9.912195122	3.14836388	0	1	0	0	0	1	0	0	0	0	0	1680	159	161	0	0	1	0	0	0	0	0	0	754	27.45906044	151.5765548	2.180632032
H113115	VD							220	-122.01753	44.10788	438.1549988	2.641627771	4.196901893	2.048634153	0	1	0	0	0	1	0	0	0	0	0	1890	147	159	1	0	0	1	0	0	0	0	0	702	26.4952826	87.8501895	1.943742703
H113116	VD							220	-122.00891	44.05882	5302.649902	3.724492955	4.896385542	2.212777789	0	1	0	0	0	1	0	0	0	0	0	1880	139	159	1	0	0	1	0	0	0	0	0	840	28.98275349	356.5513492	2.552122084
H113117	VD							220	-122.0184	44.07177	13749.90039	4.138299552	2.463030303	1.569404442	0	1	0	0	0	1	0	0	0	0	0	1903	137	161	1	0	0	1	0	0	0	0	0	792	28.14249456	288.8148576	2.460619531
H113118	VD							221	-122.00392	44.12679	14193.7002	4.152095628	4.233333333	2.057506582	0	1	0	0	0	1	0	0	0	0	0	1877	152	158	0	1	0	0	0	0	0	1	0	698	26.41968963	504.3479734	2.70273028
H113119	VD							223	-121.9227	44.49514	2023.550049	3.30611395	4.976326531	2.230768148	0	1	0	0	0	1	0	0	0	0	0	2070	118	162	0	0	1	0	0	0	0	0	0	1360	36.87817783	223.8545081	2.349965845
H113120	VD							223	-121.92055	44.70736	454.473999	2.657509042	15.53121019	3.940965642	0	1	0	0	0	1	0	0	0	0	0	2027	133	163	0	0	1	0	0	0	0	0	0	1023	31.98437118	331.1004859	2.519959818
H113121	VD							223	-121.88554	44.73921	2148.23999	3.332082797	3.920257235	1.979963948	0	1	0	0	0	1	0	0	0	0	0	1994	129	162	1	0	0	1	0	0	0	0	0	925	30.41381265	181.7004335	2.259355963
H113123	VD							224	-122.16938	44.95037	3999.340088	3.601988336	1.726912181	1.314120307	0	1	0	0	0	1	0	0	0	0	0	2155	125	175	0	0	1	0	0	0	0	0	0	643	25.35744467	109.2105064	2.038264421
H113124	VD							225	-121.83594	45.31558	1007.640015	3.003305406	2.616309013	1.617500854	0	1	0	0	0	1	0	0	0	0	0	2236	110	173	0	1	0	0	0	0	0	1	0	764	27.64054992	83.05040221	1.91934174
H113134	VD							208	-122.795	42.1021	1477.729981	3.169595084	9.562352941	3.092305441	0	1	0	0	0	0	0	0	0	0	1	1293	114	135	0	0	1	0	0	0	0	0	0	1326	36.41428291	367.5888347	2.565362311
H113122	VT							224	-122.05412	44.92941	1969.150024	3.294278805	5.359120879	2.314977512	0	1	0	0	0	1	0	0	0	0	0	2051	132	170	1	0	0	0	0	0	1	0	0	771	27.76688675	237.8115566	2.376232956
00105CSR	VT							264	-123.91227	42.17385	2626.33952	3.419350869	3	1.732050808	0	1	0	0	0	0	0	0	0	0	1	3417	164	163	0	1	0	0	0	0	0	0	1	625	25	153.7434736	2.186796689
01080CSR	VT							260	-122.38619	44.42754	3598.641063	3.556138531	2.6	1.61245155	0	1	0	0	0	1	0	0	0	0	0	1706	161	161	0	0	1	0	0	0	0	0	0	389	19.72308292	155.9705536	2.193042614
02096CSR	VT							240	-122.38619	44.42754	3598.641063	3.556138531	2.6	1.61245155	0	1	0	0	0	1	0	0	0	0	0	1706	161	161	0	0	1	0	0	0	0	0	0	389	19.72308292	155.9705536	2.193042614
02137REF	VT							274	-122.94898	43.89032	418.5125756	2.621708512	5.2	2.28035085	1	0	0	0	1	0	0	0	0	0	0	1334	171	153	0	0	0	0	1	0	0	0	0	270	16.43167673	106.3794155	2.0268576
03019BPA	VT							238	-118.512	44.42149	2837.9348	3.453002414	3.1	1.760681686	0	1	0	0	0	0	0	0	1	0	0	590	131	103	0	1	0	0	0	0	0	1	0	1338	36.57868232	165.1440384	2.217862901
99006CSR	VT							189	-123.90835	44.91002	1058.36239	3.024634399	2.2	1.483239697	1	0	0	1	0	0	0	0	0	0	0	2923	160	189	0	1	0	0	0	0	0	1	0	126	11.22497216	71.57146058	1.85473988
99017SEO	VT							280	-118.71815	42.98364	11656.08499	4.066552705	1	1	0	0	1	0	0	0	0	0	0	1	0	264	156	64	0	0	1	0	0	0	0	0	0	1291	35.93048845	107.9633502	2.033276353
H114229	VT							190	-118.392	44.264	1051.969971	3.022003343	2.74	1.655294536	0	1	0	0	0	0	0	0	1	0	0	741	122	102	0	1	0	0	0	0	0	1	0	1542	39.26830783	88.86939716	1.948752234
H114320	VT							220	-117.44	45.041	5896.129883	3.770567042	0.41	0.640312424	0	1	0	0	0	0	0	0	1	0	0	1080	96	127	0	1	0	0	0	0	0	1	0	1451	38.09199391	31.48236702	1.498067378
H117766	VT							241	-117.44	45.041	5896.129883	3.770567042	0.39	0.6244998	0	1	0	0	0	0	0	0	1	0	0	1080	96	127	0	1	0	0	0	0	0	1	0	1451	38.09199391	29.9466418	1.476348128
H117767	VT							243	-117.672	45.384	11239.90039	4.050762462	1.71	1.307669683	0	1	0	0	0	0	0	0	1	0	0	727	110	119	0	1	0	0	0	0	0	1	0	1087	32.96968304	181.291458	2.258377342
H119643	VT							229	-117.672	45.384	11239.90039	4.050762462	1.63	1.276714534	0	1	0	0	0	0	0	0	1	0	0	727	110	119	0	1	0	0	0	0	0	1	0	1087	32.96968304	172.8099863	2.237568836
